day,rat,session,trial,context,start frame,well visit frame,stop frame,success,head direction,trial time,path to well,total path,wrong well visit,trial timeout,start_frame_local,stop_frame_local,well_visit_local,block,idx_in_block
1,GG08,07222025_A,1,wc,2013,,2586,False,,19.133333333333333,,174.42316268557286,False,False,0,573,,1,1
1,GG08,07222025_A,2,wc,3534,,3956,False,,14.1,,1785.638619582351,False,False,574,996,,1,2
1,GG08,07222025_A,3,wc,4516,,5060,False,,18.166666666666668,,1352.9028385146744,False,False,997,1541,,1,3
1,GG08,07222025_A,4,wc,5567,,6064,False,234.34108519127432,16.6,,1433.2274773034856,False,False,1542,2039,,1,4
1,GG08,07222025_A,5,wc,6661,6847.0,7026,False,,12.2,405.8676034165708,558.0203211842272,False,True,2040,2405,2226.0,1,5
1,GG08,07222025_A,6,wc,7737,,8117,False,,12.7,,2836.1679421019708,False,False,2406,2786,,1,6
1,GG08,07222025_A,7,wc,8578,,9123,False,312.6804145698676,18.2,,2172.1672854684793,False,False,2787,3332,,1,7
1,GG08,07222025_A,8,wc,9651,,10120,False,134.96607680776282,15.666666666666666,,1484.4731759333833,False,False,3333,3802,,1,8
1,GG08,07222025_A,9,wc,10647,,11036,False,149.0869203976879,13.0,,390.5380716002468,False,False,3803,4192,,1,9
1,GG08,07222025_A,10,wc,11745,,12200,False,44.832589286017765,15.2,,334.88733671686333,False,False,4193,4648,,1,10
1,GG08,07222025_A,11,bc,13883,,14833,False,,31.7,,76.52219678189448,False,False,4649,5599,,2,1
1,GG08,07222025_A,12,bc,15552,,16238,False,103.9138871050252,22.9,,1697.124442751057,False,False,5600,6286,,2,2
1,GG08,07222025_A,13,bc,16832,,17331,False,90.25722936436443,16.666666666666668,,373.1221455413141,False,False,6287,6786,,2,3
1,GG08,07222025_A,14,bc,18017,,18621,False,,20.166666666666668,,308.84834143356386,False,False,6787,7391,,2,4
1,GG08,07222025_A,15,bc,19267,,19791,False,114.19221995342127,17.5,,673.2679508179373,False,False,7392,7916,,2,5
1,GG08,07222025_A,16,bc,20486,,20975,False,,16.333333333333332,,514.9440805067821,False,False,7917,8406,,2,6
1,GG08,07222025_A,17,bc,21680,,22224,False,126.80640020703493,18.166666666666668,,351.9887574381321,False,False,8407,8951,,2,7
1,GG08,07222025_A,18,bc,22779,,23112,False,,11.133333333333333,,235.59203507064365,False,False,8952,9285,,2,8
1,GG08,07222025_A,19,bc,23961,,24503,False,,18.1,,161.28436559688396,False,False,9286,9828,,2,9
1,GG08,07222025_A,20,bc,25066,25304.0,25565,False,83.15245273544355,16.666666666666668,177.3277231267997,371.789845876688,False,True,9829,10328,10067.0,2,10
1,GG08,07222025_A,21,wc,28001,,28510,False,,17.0,,610.6244565365,False,False,10329,10838,,3,1
1,GG08,07222025_A,22,wc,29310,29402.0,29705,False,,13.2,70.05758715900325,564.4944272162674,False,True,10839,11234,10931.0,3,2
1,GG08,07222025_A,23,wc,30531,30591.0,30884,False,123.72227372694357,11.8,204.2929301990855,2031.7664057551171,True,False,11235,11588,11295.0,3,3
1,GG08,07222025_A,24,wc,31399,31523.0,31721,False,93.875843964193,10.766666666666667,147.7596330629808,1356.1667101792755,False,True,11589,11911,11713.0,3,4
1,GG08,07222025_A,25,wc,32260,32315.0,32458,True,320.88212144157677,6.633333333333334,231.72383762954993,596.6677206532726,False,False,11912,12110,11967.0,3,5
1,GG08,07222025_A,26,wc,33068,,33433,False,251.5247609287547,12.2,,409.0567724209627,False,False,12111,12476,,3,6
1,GG08,07222025_A,27,wc,34084,34138.0,34357,True,253.22106888469858,9.133333333333333,86.74918146220243,829.2937193131633,False,False,12477,12750,12531.0,3,7
1,GG08,07222025_A,28,wc,34958,35012.0,35185,True,320.61623736227716,7.6,235.19877523827643,946.2507587437407,False,False,12751,12978,12805.0,3,8
1,GG08,07222025_A,29,wc,35685,35769.0,35923,True,276.44023700539077,7.966666666666667,80.23874057518924,565.6597040672027,False,False,12979,13217,13063.0,3,9
1,GG08,07222025_A,30,wc,36526,36587.0,36667,True,90.02251074482922,4.733333333333333,82.73719519774077,192.46381338970863,False,False,13218,13359,13279.0,3,10
1,GG08,07222025_A,31,bc,40036,,40548,False,248.0642107190881,17.1,,853.0855939387066,False,False,13360,13872,,4,1
1,GG08,07222025_A,32,bc,41164,42643.0,42650,False,306.8569113339181,49.56666666666667,4243.940359957812,4245.429335345849,False,True,13873,15359,15352.0,4,2
1,GG08,07222025_A,33,bc,42507,42643.0,42858,False,,11.733333333333333,762.7595744929088,1040.6236009495365,False,True,15216,15567,15352.0,4,3
1,GG08,07222025_A,34,bc,43372,,43849,False,257.31504018090266,15.933333333333334,,666.2536425114235,False,False,15568,16045,,4,4
1,GG08,07222025_A,35,bc,44438,44689.0,44835,False,,13.266666666666667,398.29201698260147,770.2217717303686,False,True,16046,16443,16297.0,4,5
1,GG08,07222025_A,36,bc,45330,45492.0,45703,False,,12.466666666666667,730.0998763293178,902.8592903730953,False,True,16444,16817,16606.0,4,6
1,GG08,07222025_A,37,bc,46227,46413.0,46576,False,84.07534245161156,11.666666666666666,190.2948656256326,303.93147576653166,True,False,16818,17167,17004.0,4,7
1,GG08,07222025_A,38,bc,47043,,47490,False,94.84005032868242,14.933333333333334,,673.7814860776109,False,False,17168,17615,,4,8
1,GG08,07222025_A,39,bc,47974,48055.0,48276,False,116.44042083801776,10.1,91.34717324002565,462.2050096379096,False,True,17616,17918,17697.0,4,9
1,GG08,07222025_A,40,bc,48879,48998.0,49837,False,95.23072595460292,31.966666666666665,185.5574235452479,527.8700633899676,False,True,17919,18877,18038.0,4,10
1,GG08,07222025_A,41,wc,52112,52177.0,52314,True,78.73102448981689,6.766666666666667,94.00648369661866,275.1015458716588,False,False,18878,19080,18943.0,5,1
1,GG08,07222025_A,42,wc,53198,53268.0,53420,True,107.02295896328826,7.433333333333334,70.88739591938169,321.4642180603297,False,False,19081,19303,19151.0,5,2
1,GG08,07222025_A,43,wc,54453,54513.0,54661,True,72.91678699882232,6.966666666666667,39.770106036437824,193.14642664256166,False,False,19304,19512,19364.0,5,3
1,GG08,07222025_A,44,wc,55329,,55715,False,89.84367501428358,12.9,,1563.546196126853,False,False,19513,19899,,5,4
1,GG08,07222025_A,45,wc,56486,56556.0,56631,True,163.37212917741113,4.866666666666666,77.27239688504355,209.13771601642583,False,False,19900,20045,19970.0,5,5
1,GG08,07222025_A,46,wc,57479,57525.0,57647,False,305.06085961898407,5.633333333333334,318.51905244670365,638.4699365986439,True,False,20046,20214,20092.0,5,6
1,GG08,07222025_A,47,wc,58327,58371.0,58578,True,52.135022083872514,8.4,42.46821038618651,426.61196519734716,False,False,20215,20466,20259.0,5,7
1,GG08,07222025_A,48,wc,59095,59151.0,59290,True,89.98024609175462,6.533333333333333,52.04277098984057,441.681988766263,False,False,20467,20662,20523.0,5,8
1,GG08,07222025_A,49,wc,59767,59861.0,60005,True,101.23871854970213,7.966666666666667,108.9992901254956,1316.5932416126284,False,False,20663,20901,20757.0,5,9
