day,rat,session,trial,context,start frame,well visit frame,stop frame,success,head direction,trial time,path to well,total path,wrong well visit,trial timeout,start_frame_local,stop_frame_local,well_visit_local,block,idx_in_block
1,GG02,07222025_A,18,bc,22309,,22860,False,,18.4,,12.444201684471249,False,False,9197,9748,,2,8
1,GG02,07222025_A,19,bc,23310,,24047,False,,24.6,,458.64419554547385,False,False,9749,10486,,2,9
1,GG02,07222025_A,20,bc,24862,,25399,False,,17.933333333333334,,90.5433956602214,False,False,10487,11024,,2,10
1,GG02,07222025_A,21,wc,28506,,28983,False,,15.933333333333334,,682.8047034977325,False,False,11025,11502,,3,1
1,GG02,07222025_A,22,wc,29608,,30087,False,,16.0,,1159.7291397228191,False,False,11503,11982,,3,2
1,GG02,07222025_A,23,wc,30546,,31179,False,,21.133333333333333,,2402.221993089158,False,False,11983,12616,,3,3
1,GG02,07222025_A,24,wc,32548,,33080,False,,17.766666666666666,,289.9950670163099,False,False,12617,13149,,3,4
1,GG02,07222025_A,25,wc,33571,,34142,False,,19.066666666666666,,1361.2036036418735,False,False,13150,13721,,3,5
1,GG02,07222025_A,26,wc,34915,,35600,False,,22.866666666666667,,1048.0318175204563,False,False,13722,14407,,3,6
1,GG02,07222025_A,27,wc,36070,,36715,False,,21.533333333333335,,246.67204734970477,False,False,14408,15053,,3,7
1,GG02,07222025_A,28,wc,37192,,37842,False,,21.7,,2438.681335457782,False,False,15054,15704,,3,8
1,GG02,07222025_A,29,wc,38263,,38787,False,,17.5,,1162.9487329033504,False,False,15705,16229,,3,9
1,GG02,07222025_A,30,wc,39170,,39844,False,,22.5,,1236.1128158700037,False,False,16230,16904,,3,10
1,GG02,07222025_A,31,bc,42777,,43317,False,,18.033333333333335,,7.223583147722634,False,False,16905,17445,,4,1
1,GG02,07222025_A,32,bc,43801,,44367,False,,18.9,,51.73862480798893,False,False,17446,18012,,4,2
1,GG02,07222025_A,33,bc,44888,,45478,False,,19.7,,53.62067320769931,False,False,18013,18603,,4,3
1,GG02,07222025_A,34,bc,45952,,46551,False,276.35266773153865,20.0,,221.52862131182417,False,False,18604,19203,,4,4
1,GG02,07222025_A,35,bc,47028,,47615,False,,19.6,,80.67764583858062,False,False,19204,19791,,4,5
1,GG02,07222025_A,36,bc,48064,,48607,False,,18.133333333333333,,151.4740353247867,False,False,19792,20335,,4,6
1,GG02,07222025_A,37,bc,49103,,49719,False,,20.566666666666666,,230.97701498533678,False,False,20336,20952,,4,7
1,GG02,07222025_A,38,bc,50152,,50798,False,,21.566666666666666,,50.44616786716355,False,False,20953,21599,,4,8
1,GG02,07222025_A,39,bc,51293,,51941,False,,21.633333333333333,,549.890354496611,False,False,21600,22248,,4,9
1,GG02,07222025_A,40,wc,54496,,55054,False,,18.633333333333333,,187.32584786449337,False,False,22249,22807,,5,1
1,GG02,07222025_A,41,wc,55475,,56094,False,,20.666666666666668,,630.0318700357732,False,False,22808,23427,,5,2
1,GG02,07222025_A,42,wc,56493,,57108,False,,20.533333333333335,,412.3039802273983,False,False,23428,24043,,5,3
1,GG02,07222025_A,43,wc,57527,,58097,False,113.25525623890934,19.033333333333335,,344.98272707164335,False,False,24044,24614,,5,4
1,GG02,07222025_A,44,wc,58575,,59143,False,,18.966666666666665,,768.056749824919,False,False,24615,25183,,5,5
1,GG02,07222025_A,45,wc,59524,,60082,False,,18.633333333333333,,827.4301700131393,False,False,25184,25742,,5,6
1,GG02,07222025_A,46,wc,60497,,61123,False,,20.9,,1921.5625862475022,False,False,25743,26369,,5,7
1,GG02,07222025_A,47,wc,61627,,62218,False,,19.733333333333334,,953.1158937121667,False,False,26370,26961,,5,8
1,GG02,07222025_A,48,wc,62648,,63427,False,,26.0,,433.7300799847496,False,False,26962,27741,,5,9
1,GG02,07222025_A,49,wc,63817,,64450,False,,21.133333333333333,,544.9579687489744,False,False,27742,28375,,5,10
