day,rat,session,trial,context,start frame,well visit frame,stop frame,success,head direction,trial time,path to well,total path,wrong well visit,trial timeout,start_frame_local,stop_frame_local,well_visit_local,block,idx_in_block
1,GG02,07222025_A,1,wc,1355,,1879,False,,17.5,,42.50528653651287,False,False,0,524,,1,1
1,GG02,07222025_A,2,wc,2359,,2919,False,,18.7,,0.0,False,False,525,1085,,1,2
1,GG02,07222025_A,3,wc,3397,,3875,False,,15.966666666666667,,14.548094433890155,False,False,1086,1564,,1,3
1,GG02,07222025_A,4,wc,4348,,4781,False,,14.466666666666667,,181.81547279320256,False,False,1565,1998,,1,4
1,GG02,07222025_A,5,wc,5436,,5844,False,,13.633333333333333,,122.28871728477425,False,False,1999,2407,,1,5
1,GG02,07222025_A,6,wc,6329,,6936,False,,20.266666666666666,,,False,False,2408,3015,,1,6
1,GG02,07222025_A,7,wc,7468,,7856,False,180.01136085006712,12.966666666666667,,32.82989411849945,False,False,3016,3404,,1,7
1,GG02,07222025_A,8,wc,8534,,8975,False,,14.733333333333333,,152.38290923601437,False,False,3405,3846,,1,8
1,GG02,07222025_A,9,wc,9369,,10087,False,157.40944899207648,23.966666666666665,,358.041847111125,False,False,3847,4565,,1,9
1,GG02,07222025_A,10,wc,10519,,11023,False,,16.833333333333332,,381.4007797382298,False,False,4566,5070,,1,10
1,GG02,07222025_A,11,bc,13847,,14291,False,,14.833333333333334,,0.0,False,False,5071,5515,,2,1
1,GG02,07222025_A,12,bc,14929,,15446,False,,17.266666666666666,,0.0,False,False,5516,6033,,2,2
1,GG02,07222025_A,13,bc,16088,,16687,False,,20.0,,11.315081818241818,False,False,6034,6633,,2,3
1,GG02,07222025_A,14,bc,17267,,17817,False,,18.366666666666667,,104.78001674929884,False,False,6634,7184,,2,4
1,GG02,07222025_A,15,bc,18272,,18987,False,,23.866666666666667,,49.45526089725843,False,False,7185,7900,,2,5
1,GG02,07222025_A,16,bc,20084,,20761,False,,22.6,,185.33163407637522,False,False,7901,8578,,2,6
1,GG02,07222025_A,17,bc,21219,,21836,False,,20.6,,156.33737994744283,False,False,8579,9196,,2,7
1,GG02,07222025_A,18,bc,22309,,22860,False,,18.4,,37.963507173557524,False,False,9197,9748,,2,8
1,GG02,07222025_A,19,bc,23310,,24047,False,,24.6,,175.26755606990804,False,False,9749,10486,,2,9
1,GG02,07222025_A,20,bc,24862,,25399,False,,17.933333333333334,,53.03723861266203,False,False,10487,11024,,2,10
1,GG02,07222025_A,21,wc,28506,,28983,False,,15.933333333333334,,137.68881466450787,False,False,11025,11502,,3,1
1,GG02,07222025_A,22,wc,29608,,30087,False,,16.0,,328.19765626509474,False,False,11503,11982,,3,2
1,GG02,07222025_A,23,wc,30546,,31179,False,,21.133333333333333,,377.2526036951157,False,False,11983,12616,,3,3
1,GG02,07222025_A,24,wc,32548,,33080,False,255.91921487632848,17.766666666666666,,95.9371746331588,False,False,12617,13149,,3,4
1,GG02,07222025_A,25,wc,33571,,34142,False,,19.066666666666666,,569.7198355260743,False,False,13150,13721,,3,5
1,GG02,07222025_A,26,wc,34915,,35600,False,,22.866666666666667,,232.5453088230525,False,False,13722,14407,,3,6
1,GG02,07222025_A,27,wc,36070,,36715,False,,21.533333333333335,,296.69934393996596,False,False,14408,15053,,3,7
1,GG02,07222025_A,28,wc,37192,,37842,False,,21.7,,426.87122022511994,False,False,15054,15704,,3,8
1,GG02,07222025_A,29,wc,38263,,38787,False,63.464121883523376,17.5,,1128.9690833689795,False,False,15705,16229,,3,9
1,GG02,07222025_A,30,wc,39170,,39844,False,159.42375186586105,22.5,,2026.935072422203,False,False,16230,16904,,3,10
1,GG02,07222025_A,31,bc,42777,,43317,False,,18.033333333333335,,,False,False,16905,17445,,4,1
1,GG02,07222025_A,32,bc,43801,,44367,False,,18.9,,6.2842919712414815,False,False,17446,18012,,4,2
1,GG02,07222025_A,33,bc,44888,,45478,False,,19.7,,63.594364012380524,False,False,18013,18603,,4,3
1,GG02,07222025_A,34,bc,45952,,46551,False,,20.0,,181.42807208971598,False,False,18604,19203,,4,4
1,GG02,07222025_A,35,bc,47028,,47615,False,,19.6,,56.02271587225844,False,False,19204,19791,,4,5
1,GG02,07222025_A,36,bc,48064,,48607,False,,18.133333333333333,,269.8662844329862,False,False,19792,20335,,4,6
1,GG02,07222025_A,37,bc,49103,,49719,False,,20.566666666666666,,198.60041087140465,False,False,20336,20952,,4,7
1,GG02,07222025_A,38,bc,50152,,50798,False,128.59473836678643,21.566666666666666,,172.5568117270102,False,False,20953,21599,,4,8
1,GG02,07222025_A,39,bc,51293,,51941,False,,21.633333333333333,,382.50153506394827,False,False,21600,22248,,4,9
1,GG02,07222025_A,40,wc,54496,,55054,False,,18.633333333333333,,29.087195567081178,False,False,22249,22807,,5,1
1,GG02,07222025_A,41,wc,55475,,56094,False,,20.666666666666668,,214.65289293133387,False,False,22808,23427,,5,2
1,GG02,07222025_A,42,wc,56493,,57108,False,,20.533333333333335,,327.87089829309923,False,False,23428,24043,,5,3
1,GG02,07222025_A,43,wc,57527,,58097,False,90.00427001066043,19.033333333333335,,346.06176341085353,False,False,24044,24614,,5,4
1,GG02,07222025_A,44,wc,58575,,59143,False,343.1903414025267,18.966666666666665,,308.73757674356915,False,False,24615,25183,,5,5
1,GG02,07222025_A,45,wc,59524,,60082,False,,18.633333333333333,,461.9221876196353,False,False,25184,25742,,5,6
1,GG02,07222025_A,46,wc,60497,,61123,False,,20.9,,410.18311397190956,False,False,25743,26369,,5,7
1,GG02,07222025_A,47,wc,61627,,62218,False,243.51630851561174,19.733333333333334,,406.62275922903706,False,False,26370,26961,,5,8
